id,title,artist_title,classification_titles
182181,D,Peregrine Honig,etching;print;prints and drawing
182180,C,Peregrine Honig,etching;print;prints and drawing
182186,H,Peregrine Honig,etching;prints and drawing;print
182185,G,Peregrine Honig,etching;print;prints and drawing
182184,F,Peregrine Honig,etching;print;prints and drawing
182189,K,Peregrine Honig,etching;print;prints and drawing
182188,J,Peregrine Honig,etching;prints and drawing;print
182187,I,Peregrine Honig,print;etching;prints and drawing
182192,N,Peregrine Honig,etching;prints and drawing;print
182191,M,Peregrine Honig,etching;print;prints and drawing
182190,L,Peregrine Honig,etching;prints and drawing;print
182195,Q,Peregrine Honig,etching;prints and drawing;print
182194,P,Peregrine Honig,print;prints and drawing;etching
182193,O,Peregrine Honig,etching;print;prints and drawing
182198,T,Peregrine Honig,etching;prints and drawing;print
182197,S,Peregrine Honig,etching;print;prints and drawing
182196,R,Peregrine Honig,etching;print;prints and drawing
182206,W,Peregrine Honig,etching;prints and drawing;print
182205,V,Peregrine Honig,etching;print;prints and drawing
182203,U,Peregrine Honig,etching;print;prints and drawing
182209,Z,Peregrine Honig,etching;prints and drawing;print
182208,Y,Peregrine Honig,etching;print;prints and drawing
182207,X,Peregrine Honig,etching;prints and drawing;print
190744,"Lion, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190742,"Serpent, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190741,"Eagle and Sun, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190746,"Stags, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190745,"Fox, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190743,"Ant, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190749,"Siren and Centaur, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190748,"Whale, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190747,"Spider, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190752,"Panther, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190751,"Turtledove, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190750,"Elephant, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,lithograph;print;prints and drawing
190756,"Untitled, page 7, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,woodcut;print;prints and drawing
190755,"Untitled, page 1, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,woodcut;print;prints and drawing
190754,"Untitled, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,woodcut;print;prints and drawing
190760,"Untitled, page 21, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,woodcut;print;prints and drawing
190759,"Untitled, page 15, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,woodcut;print;prints and drawing
190757,"Untitled, page 10, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,woodcut;print;prints and drawing
190762,"Untitled, page 32, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,woodcut;print;prints and drawing
190761,"Untitled, page 28, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,woodcut;print;prints and drawing
191536,"Untitled, page 42, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,woodcut;print;prints and drawing
190763,"Untitled, page 35, from Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium",Rudy Pozzatti,woodcut;print;prints and drawing
188929,Physiologus Theobaldi Episcopi De Naturis Duodecim Animalium,Rudy Pozzatti,print;prints and drawing
148325,Pendant Belt (Nkody Mupaap),Kuba,pendant (jewelry);shell;arts of Africa;belts (costume accessory);african art;jewelry;costume
148324,Pendant,Kuba,pendant (jewelry);arts of Africa;african art;jewelry;costume
190550,"Quo Vadis, from One-Hundred Views of Chicago",Bronislaw M. Bak,prints and drawing;woodcut;print
190426,Diter Rot Book FC 1958-65,Dieter Roth,prints and drawing;book;print
229640,Trames,François Morellet,screenprint;print;prints and drawing
229639,Trames,François Morellet,screenprint;print;prints and drawing
229638,Trames,François Morellet,screenprint;print;prints and drawing
229643,Trames,François Morellet,screenprint;print;prints and drawing
229642,Trames,François Morellet,screenprint;print;prints and drawing
229641,Trames,François Morellet,screenprint;print;prints and drawing
229645,Trames,François Morellet,screenprint;print;prints and drawing
229644,Trames,François Morellet,screenprint;print;prints and drawing
123305,"Flashlight, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123307,"Ale Cans, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123306,"Light Bulb, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123298,"Paint Brushes, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123302,"Ale Cans, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123297,"Numbers, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123296,"Flag, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123309,"Painted Bronze, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123308,"Light Bulb I, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123303,"Flashlight I, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123312,"Painted Bronze, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123311,"0 through 9, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
123310,"Flag, from 1st Etchings, 2nd State",Jasper Johns,etching;print;prints and drawing
125836,"Colophon and portfolio, from 1st Etchings, 2nd State",Jasper Johns,letterpress;print;prints and drawing
203704,Widow,Peregrine Honig,print;prints and drawing
203703,Widow,Peregrine Honig,print;prints and drawing
155426,"Preface I, plate two from A Life",Max Klinger,aquatint;print;prints and drawing
155425,"Preface I, plate one from A Life",Max Klinger,etching;print;prints and drawing
155427,"Dreams, plate three from A Life",Max Klinger,etching;print;prints and drawing
155430,"The Proposition, plate six from A Life",Max Klinger,etching;print;prints and drawing
155429,"Abandoned, plate five from A Life",Max Klinger,etching;print;prints and drawing
155428,"Temptation, plate four from A Life",Max Klinger,aquatint;print;prints and drawing
155433,"On the Street, plate nine from A Life",Max Klinger,etching;print;prints and drawing
155432,"For Everyone, plate eight from A Life",Max Klinger,etching;print;prints and drawing
155431,"Rivals, plate seven from A Life",Max Klinger,etching;print;prints and drawing
155435,"Chained, plate eleven from A Life",Max Klinger,aquatint;print;prints and drawing
155434,"Into the Gutter!, plate ten from A Life",Max Klinger,etching;print;prints and drawing
155438,"Suffer!, plate fourteen from A Life",Max Klinger,etching;print;prints and drawing
155437,"Christ and the Women Sinners, plate thirteen from A Life",Max Klinger,etching;print;prints and drawing
155436,"Downfall, plate twelve from A Life",Max Klinger,etching;print;prints and drawing
155571,"On the Street, from A Life",Max Klinger,aquatint;print;prints and drawing
155570,"The Proposition, from A Life",Max Klinger,etching;print;prints and drawing
155439,"Back into Nothingness, plate fifteen from A Life",Max Klinger,aquatint;print;prints and drawing
155572,"Downfall, from A Life",Max Klinger,etching;print;prints and drawing
155573,"Christ and the Samaritan Woman, from A Life",Max Klinger,drypoint;print;prints and drawing
155575,Title Page: A Life,Max Klinger,etching;print;prints and drawing
155574,"Finis, from A Life",Max Klinger,aquatint;print;prints and drawing
236189,Je Reve,André Masson,lithograph;print;prints and drawing
236188,Je Reve,André Masson,lithograph;print;prints and drawing
236074,Je Reve,André Masson,lithograph;print;prints and drawing
155576,"Historia, Modernitas, Pictura sacra, Homer, from A Life",Max Klinger,zincograph;lithograph;print;prints and drawing
236192,Je Reve,André Masson,lithograph;print;prints and drawing
236191,Je Reve,André Masson,lithograph;print;prints and drawing
236190,Je Reve,André Masson,lithograph;print;prints and drawing
236195,Je Reve,André Masson,lithograph;print;prints and drawing
236194,Je Reve,André Masson,lithograph;print;prints and drawing
236193,Je Reve,André Masson,lithograph;print;prints and drawing
260011,"The Divine Breath, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
259720,"The Creation, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
236196,Je Reve,André Masson,lithograph;print;prints and drawing
260014,"Om Mani Padme Hum, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
260013,"The Mystery of Life, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
260012,"Eternal Energy, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
260017,"Reincarnation, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
260016,"The Way of the Cross, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
260015,"The Portal of Initiation, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
260019,"The Cosmic Incarnation, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
260018,"The Grail, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
260022,"The Central Spiritual Sun, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
260021,"Kether, the Crown, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
260020,"The Light of the Soul, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
260023,"The Chalice in the Heart, from Meditation Drawing Screenprints",Olga Fröbe-Kapteyn,prints and drawing;paper;print;screenprint
203819,"Title Page, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
194510,HCE und Familie,Fritz Janschka,prints and drawing;watercolor;graphite;book;colored pencil;drawings (visual works);pen and ink drawings
204158,"Appointment, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204157,"Colophon page, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204161,"Chambermaid's Neglect, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204160,"Antechamber with Amenities, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204159,"Within Earshot, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204164,"R.S.V.P., from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204163,"Vacancy, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204162,"Secluded Threshold, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204166,"Sanctuary, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204165,"Foyer, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204169,"Oasis, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204168,"Concierge Apartment, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204167,"Unexpected Invitation, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204448,"Hospitality Alcove, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204171,"Lodging for the Uninvited, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
204170,"Accomodating Enclosure, from Hotel Suite",Nicholas Sistler,photoetching;print;prints and drawing
207073,"CHA-CON Comet, from A-ZYM",Antonia Contro,print;prints and drawing
207072,"A-AND Aegean Civilization, from A-ZYM",Antonia Contro,print;prints and drawing
209561,A-ZYM portfolio,Antonia Contro,print;prints and drawing
207074,"SHU-SUB Sound, from A-ZYM",Antonia Contro,print;prints and drawing
238007,"Women, Race & Class, from Human_3.0 Reading List",Cauleen Smith,drawings (visual works);graphite;paper;prints and drawing
112760,"Standing Male Nude (recto); Standing Female Nude, Seen from Behind, with Three Sketches",Abram Poole,graphite;drawings (visual works);prints and drawing
217454,Untitled,Narcissa Niblack Thorne,watercolor;prints and drawing;paper
218612,Khee II,Jack Whitten,acrylic paintings (visual works);painting
107314,Paimio Armchair 41,Alvar Aalto,seating;furniture;european decorative arts
50116,Self-Portrait,Max Beckmann,pen and ink drawings;drawings (visual works);prints and drawing
187061,Cobra Chair,Carlo Bugatti,chair;seating;furniture
154235,The Girl by the Window,Edvard Munch,oil on canvas;paint;oil paintings (visual works);painting;european painting
81503,Arab Horseman Attacked by a Lion,Eugène Delacroix,painting;france;french;oil on panel;oil paintings (visual works);paint;european painting
81505,Lion Hunt,Eugène Delacroix,painting;oil on canvas;oil paintings (visual works);paint;france;french;european painting
133862,Easter Mystery (Mystère de Pâques),Maurice Denis,oil on canvas;france;french;oil paintings (visual works);paint;painting;european painting
160118,"New York Men, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
160120,"Fifth Avenue, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
160115,"On, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
160112,"Girl with Hoop, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
160116,"Out of Towners, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
160122,"Shoot, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
160121,"24 Hour Self Service, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
160114,"St. Mark's Place, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
160113,"Poet, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
160119,"Up Town, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
160117,"Hit, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
160110,"Lollipop, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
229628,Dance,Arturo Herrera,print;prints and drawing
160111,"First Avenue, from Fun City",Richard Lindner,offset lithograph;print;prints and drawing
229631,Dance,Arturo Herrera,print;prints and drawing
229630,Dance,Arturo Herrera,print;prints and drawing
229629,Dance,Arturo Herrera,print;prints and drawing
229634,Dance,Arturo Herrera,print;prints and drawing
229633,Dance,Arturo Herrera,print;prints and drawing
229632,Dance,Arturo Herrera,print;prints and drawing
272127,Promoción (Special Offer),Antonio Caro,prints and drawing;paper;print;screenprint
229636,Dance,Arturo Herrera,print;prints and drawing
229635,Dance,Arturo Herrera,print;prints and drawing
272130,Promoción (Special Offer),Antonio Caro,prints and drawing;paper;print;screenprint
272129,Promoción (Special Offer),Antonio Caro,prints and drawing;paper;print;screenprint
272128,Promoción (Special Offer),Antonio Caro,prints and drawing;paper;print;screenprint
272133,Promoción (Special Offer),Antonio Caro,prints and drawing;paper;print;screenprint
272132,Promoción (Special Offer),Antonio Caro,prints and drawing;paper;print;screenprint
272131,Promoción (Special Offer),Antonio Caro,prints and drawing;paper;print;screenprint
272135,Promoción (Special Offer),Antonio Caro,prints and drawing;paper;print;screenprint
272134,Promoción (Special Offer),Antonio Caro,prints and drawing;paper;print;screenprint
27747,Corpus of Christ,Spanish,sculpture;large scale;sculpture/wood;spanish;wood
53900,Twin Commemorative Figure (Ere Ibeji),Yoruba,wood;arts of Africa;sculpture;african art
137127,"Louis Kuppenheimer House, Winnetka, Illinois, Design Drawing",David Adler,architectural drawing;design drawing;architecture
90529,"Mrs. Potter Palmer House, Sarasota, Florida, Elevation",David Adler,architectural drawing;architecture;elevation
137129,"Louis Kuppenheimer House, Winnetka, Illinois, Design Drawing",David Adler,design drawing;architectural drawing;architecture
137128,"Louis Kuppenheimer House, Winnetka, Illinois, Design Drawing",David Adler,design drawing;architectural drawing;architecture
236108,"The Attic Club, Chicago, Illinois, Dining Room Elevations",David Adler,design drawing;architectural drawing
221868,"Lakeview Avenue Houses, Chicago Illinois, Working Drawings",Henry Corwith Dangler,architectural drawing;architecture
185602,"Adler Small House Alterations and Additions, Libertyville, Illinois, Working Drawings","David Adler, Architects",architectural drawing;architecture
239226,"William McCormick Blair House, Lake Bluff, Illinois, Elevation","Adler and Work, Inc.",architectural drawing;working drawing;architecture;elevation
239212,"Mr. and Mrs. William McCormick Blair House, Lake Bluff, Illinois, Elevation","Adler and Work, Inc.",architectural drawing;working drawing;architecture;elevation
249492,"The Attic Club, Chicago, Illinois, 43rd Floor Plan",David Adler,architectural drawing;architecture
247665,"Mrs. J. Ogden Armour House, Lake Forest, Illinois, Entrance Gate Elevation",David Adler,design drawing;architectural drawing;architecture
240229,"Mrs. J. Ogden Amour House, Lake Forest, Illinois, Sun Room Detail",David Adler,architectural drawing
249497,"Stonehill Building, Chicago, Illinois, West Elevation",Robert Work,architectural drawing;architectural detail
249493,"The Attic Club, Chicago, Illinois, Lamp and Pedestal Section",David Adler,architectural drawing;architecture
53896,Twin Commemorative Figure (Ere Ibeji),Yoruba,wood;arts of Africa;sculpture;african art
237318,Hanging Corridors,Cristina Iglesias,etching;paper;print;prints and drawing
240916,Hanging Corridors,Cristina Iglesias,aquatint;print;etching;digital print;drypoint;prints and drawing
240915,Hanging Corridors,Cristina Iglesias,aquatint;print;etching;digital print;drypoint;prints and drawing
240914,Hanging Corridors,Cristina Iglesias,aquatint;print;etching;digital print;drypoint;prints and drawing
240919,Hanging Corridors,Cristina Iglesias,aquatint;print;etching;digital print;drypoint;prints and drawing
240918,Hanging Corridors,Cristina Iglesias,aquatint;print;etching;digital print;drypoint;prints and drawing
240917,Hanging Corridors,Cristina Iglesias,aquatint;print;etching;digital print;drypoint;prints and drawing
240920,Hanging Corridors,Cristina Iglesias,aquatint;print;etching;digital print;drypoint;prints and drawing
152740,Bag (Apo Ileke),Yoruba,beadwork;arts of Africa;costume accessory;african art;costume
131318,"Title Page, from The Blue Guitar",David Hockney,etching;print;prints and drawing
20577,Horse Head (Koredugaso),Bamana,wood;arts of Africa;sculpture;african art
230574,"Triangle Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
230573,"Square Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
222956,Illustrations of Southern California,Matsumi Kanemitsu,print;prints and drawing
230577,"Seven Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
230576,"Inverted Y Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
230575,"Eight Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
230580,"Asterisk Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
230579,"Line Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
230578,"T Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
230581,"X Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
230584,"Diamond Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
230583,"Plus Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
230582,"Double Square Branch, from Counting Alternatives: The Wittgenstein Illustrations",Mel Bochner,paper;photomechanical process;print;prints and drawing
230587,Floating World,Mel Bochner,woodcut;print;prints and drawing
230586,Floating World,Mel Bochner,woodcut;print;prints and drawing
230585,Floating World,Mel Bochner,woodcut;print;prints and drawing
230589,Floating World,Mel Bochner,woodcut;print;prints and drawing
230588,Floating World,Mel Bochner,woodcut;print;prints and drawing
152858,Crouching Figure,Luluwa,wood;arts of Africa;sculpture;african art
206698,"Cosmological Model, plate two from Untitled",Matt Mullican,etching;paper;print;prints and drawing
202649,"Cosmological Model, plate one from Untitled",Matt Mullican,etching;aquatint;paper;print;prints and drawing
206719,"Arts and Projected Anatomy, plate five from Untitled",Matt Mullican,etching;paper;print;prints and drawing
206716,"Signs, plate four from Untitled",Matt Mullican,etching;paper;print;prints and drawing
206699,"History and Signs, plate three from Untitled",Matt Mullican,etching;paper;print;prints and drawing
206721,"Elements of Identification, plate seven from Untitled",Matt Mullican,etching;paper;print;prints and drawing
206720,"Arts and Projected Anatomy, plate six from Untitled",Matt Mullican,etching;paper;print;prints and drawing
206725,"City Plan Model Perspective, plate ten from Untitled",Matt Mullican,etching;paper;print;prints and drawing
206724,"City Plan, plate nine from Untitled",Matt Mullican,etching;aquatint;paper;print;prints and drawing
206722,"Library Museum Theater, plate eight from Untitled",Matt Mullican,etching;aquatint;paper;print;prints and drawing
206740,"Evolutionary Chart, plate thirteen from Untitled",Matt Mullican,etching;paper;print;prints and drawing
206738,"Subjective Anatomy, plate twelve from Untitled",Matt Mullican,etching;aquatint;paper;print;prints and drawing
206736,"Steam Engine and Continuous Water Still (Connected), plate eleven from Untitled",Matt Mullican,etching;aquatint;paper;print;prints and drawing
206743,"Boiler, plate fifteen from Untitled",Matt Mullican,etching;aquatint;paper;print;prints and drawing
206741,"Evolutionary Chart, plate fourteen from Untitled",Matt Mullican,etching;aquatint;paper;print;prints and drawing
233475,"Untitled, from Traces",Edda Renouf,etching;paper;print;prints and drawing
233474,"Untitled, from Traces",Edda Renouf,etching;paper;print;prints and drawing
206744,"Boiler, plate sixteen from Untitled",Matt Mullican,etching;aquatint;paper;print;prints and drawing
233478,"Untitled, from Traces",Edda Renouf,etching;paper;print;prints and drawing
233477,"Untitled, from Traces",Edda Renouf,etching;paper;print;prints and drawing
233476,"Untitled, from Traces",Edda Renouf,etching;paper;print;prints and drawing
233479,"Untitled, from Traces",Edda Renouf,etching;paper;print;prints and drawing
204409,"Text pages from, Homage to the Square: Ten Works by Josef Albers",Josef Albers,print;prints and drawing
69127,"Portfolio Box, from Traces",Edda Renouf,etching;book;prints and drawing;print
205363,"Equivocal, plate four from Homage to the Square: Ten Works by Josef Albers",Josef Albers,screenprint;print;prints and drawing
205362,"Tenuous, plate three from Homage to the Square: Ten Works by Josef Albers",Josef Albers,screenprint;print;prints and drawing
205361,"Thaw, plate two from Homage to the Square: Ten Works by Josef Albers",Josef Albers,screenprint;print;prints and drawing
205360,"Wide Light, plate one from Homage to the Square: Ten Works by Josef Albers",Josef Albers,screenprint;print;prints and drawing
205366,"Shielded, plate seven from Homage to the Square: Ten Works by Josef Albers",Josef Albers,screenprint;print;prints and drawing
205365,"Full, plate six from Homage to the Square: Ten Works by Josef Albers",Josef Albers,screenprint;print;prints and drawing
205364,"Patina, plate five from Homage to the Square: Ten Works by Josef Albers",Josef Albers,screenprint;print;prints and drawing
205369,"Joy, plate ten from Homage to the Square: Ten Works by Josef Albers",Josef Albers,screenprint;print;prints and drawing
205368,"Reserved, plate nine from Homage to the Square: Ten Works by Josef Albers",Josef Albers,screenprint;print;prints and drawing
205367,"Aura, plate eight from Homage to the Square: Ten Works by Josef Albers",Josef Albers,screenprint;print;prints and drawing
266973,"Rrose Sélavy in Wilson-Lincoln System, from To and From Rrose Sélavy",Shûzô Takiguchi,prints and drawing;print
266972,"To and From Rrose Selavy, from To and From Rrose Selavy",Shûzô Takiguchi,prints and drawing;print
266977,"Collage Drawing, from To and From Rrose Sélavy",Jean Tinguely,prints and drawing;print
266976,"Self-Portrait of Duchamp for Shuzo Takiguchi, from To and From Rrose Sélavy",Shûzô Takiguchi,prints and drawing;print
266975,"Still Life, from To and From Rrose Selavy",Arakawa Shūsaku,prints and drawing;print
266974,"Summer Critic, from To and From Rrose Sélavy",Jasper Johns,prints and drawing;print
131085,"The Children, from The Shtetl, A Journey and a Memorial",Ruth Weisberg,etching;print;prints and drawing
131084,"Waiting, from The Shtetl, A Journey and a Memorial",Ruth Weisberg,etching;print;prints and drawing
131083,"Meeting, from The Shtetl, A Journey and a Memorial",Ruth Weisberg,etching;print;prints and drawing
38629,"1938, from The Shtetl, A Journey and a Memorial",Ruth Weisberg,etching;print;prints and drawing
131087,"Journey, from The Shtetl, A Journey and a Memorial",Ruth Weisberg,etching;print;prints and drawing
131086,"Doors and Windows, from The Shtetl, A Journey and a Memorial",Ruth Weisberg,etching;print;prints and drawing
131090,"In the End, from The Shtetl, A Journey and a Memorial",Ruth Weisberg,etching;print;prints and drawing
131089,"Death is Foreshadowed, from The Shtetl, A Journey and a Memorial",Ruth Weisberg,etching;print;prints and drawing
131088,"Dusk, from The Shtetl, A Journey and a Memorial",Ruth Weisberg,etching;print;prints and drawing
131091,"The Shtetl, A Journey and a Memorial",Ruth Weisberg,etching;book;prints and drawing;print
48647,"June 1, 1923, “Hero of Race” laid to rest at Arlington, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Joann C. Sannet,print;prints and drawing
48646,"A Brief History of Flight, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Warrington Colescott,print;prints and drawing
48651,"Untitled, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Edward Shalala,print;prints and drawing
48650,"Persian Faults, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Lawrence J. List,print;prints and drawing
48649,"@#!*#!*…, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Jim Pernotto,print;prints and drawing
48648,"Untitled, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",John Stemmer,print;prints and drawing
48654,"Harry Hits the Dusty Trail / or Good-bye Gold Brick Road, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Cathie Ruggie,screenprint;prints and drawing;print
48653,"Chichen Itza / Sendero Hacia las Estrella  (Chichen Itza / I Walk Towards the Stars), from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Timothy High,print;prints and drawing
48652,"Fresh, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Stephen J. Weitz,print;prints and drawing
48657,"Untitled, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Linda G. Rich,photograph;prints and drawing;photography
48656,"Wings of Purple Passion, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Janet Norsetter,screenprint;prints and drawing;print
48655,"Night Heron on the Going to the Sun Highway, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Elizabeth Coberly,prints and drawing;wood engraving;paper;print
48659,"Nobody Eats the Feathers, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Barbara Tisserat,lithograph;prints and drawing;print
48658,"Homage to Chevy, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Gregory Page,lithograph;prints and drawing;print
48662,"""Gosh … It's Too Bad We Forgot the Camera ... Pass the Mustard ...!"", from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Lawry Gold,screenprint;prints and drawing;print
48661,"Granny Rode the Range, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Mary Pierre,screenprint;prints and drawing;print
48660,"38th Section, 6, 12, N.W., from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Caroline Greenwald,screenprint;prints and drawing;print
48665,"The Problem and the Sky, from the University of Wisconsin-Madison Print Seminar, March 1975 Portfolio",Christine Costan,prints and drawing;print
